Date,Time Initiated,Time Elapsed (minutes),Energy Saving (kWh),Conditions Met
2024-10-04,12:58:18,4.3002,108.475,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,13:09:33,4.92,133.767,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,13:18:09,4.5687,118.801,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,13:35:37,7.4692,197.289,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,13:48:24,3.4832,92.285,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,14:10:02,9.7439,284.143,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,14:31:15,2.7386,70.42,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,14:37:59,4.2452,114.698,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,14:46:31,5.2161,134.788,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,14:53:21,6.505,166.898,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,15:11:05,2.7242,53.549,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,15:16:24,7.1073,129.074,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,15:37:43,3.9249,53.2,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,15:43:15,2.1634,25.2,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,15:47:02,2.0276,25.102,"plc_grid_breaker_opened, pcsv_off_grid_mode, pcsv_not_fault, pcsv_on"
2024-10-04,15:55:07,2.1767,14.775,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,15:58:52,2.7229,14.953,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,16:16:18,7.3922,50.605,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,16:30:04,1.8128,7.124,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,17:16:49,4.5021,35.767,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,18:41:46,7.4004,153.132,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,19:57:01,5.2201,117.674,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,21:40:47,3.7449,79.207,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-04,22:50:38,27.1783,488.783,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-05,01:35:32,2.8505,52.508,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-05,07:42:10,5.0747,117.486,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-05,09:50:45,3.9861,114.761,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-05,11:21:06,1.8851,52.761,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-05,11:31:51,1.6875,40.247,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-05,13:30:31,3.5997,99.758,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-05,14:25:38,1.1792,9.062,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-05,15:07:25,2.9476,57.443,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-05,15:27:32,10.7704,247.114,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-05,16:05:22,8.8439,234.569,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-05,18:30:03,5.4471,153.831,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-05,18:37:52,5.6227,142.368,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-05,20:17:19,3.4545,82.326,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-05,20:22:26,3.541,81.643,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-05,22:25:36,1.104,0.0,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-06,01:55:48,3.2069,70.029,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-06,02:03:11,1.1086,1.279,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-06,06:06:04,1.8653,21.459,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-06,08:05:38,3.886,2.58,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-06,14:16:54,2.5782,2.028,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-06,22:09:43,3.0629,2.442,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-06,23:20:08,2.4716,1.889,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-07,02:16:25,3.4678,2.351,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-07,05:40:08,9.3357,50.338,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-07,14:34:13,4.8245,147.14,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-07,14:42:41,3.9501,48.234,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-07,15:29:20,4.0242,92.682,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-07,16:15:33,1.3011,25.356,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-07,18:11:49,2.562,47.971,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-08,02:02:19,2.5254,50.974,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-08,02:21:52,2.1673,44.018,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-08,02:27:17,2.0274,39.782,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-08,03:02:31,5.8914,126.169,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-08,04:55:38,8.0827,162.939,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-08,13:03:38,4.6951,118.251,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-08,13:13:20,2.2978,56.2,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-08,14:05:23,5.1217,133.336,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-08,15:39:55,5.3618,150.691,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-08,16:28:14,2.3207,35.837,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-08,17:53:00,4.9282,98.714,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-08,20:58:59,2.2355,46.262,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-08,21:26:20,2.5574,26.209,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-08,23:45:08,4.0983,57.067,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-09,00:23:33,4.9688,93.129,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-09,05:43:53,3.5452,64.528,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-09,10:07:40,5.6237,150.629,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-09,13:10:38,3.8942,105.525,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-09,14:54:57,3.1387,80.138,"pcsv_off_grid_mode, pcsv_not_fault, pcsv_on"
2024-10-09,18:33:47,8.8761,161.357,
2024-10-09,18:43:37,4.0443,70.202,
2024-10-09,19:00:20,2.2748,52.784,"plc_grid_breaker_opened, pcsv_transitioning_to_vsg_mode, pcsv_not_fault, pcsv_on"
2024-10-09,19:29:09,3.0255,74.376,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-09,21:20:00,2.5427,32.876,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-09,22:15:18,2.5582,57.966,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-09,23:16:00,8.7317,176.757,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-10,05:15:16,1.0991,7.193,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-10,11:09:59,13.4798,379.15,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-10,11:25:07,3.557,98.075,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-10,18:27:31,1.9355,31.635,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-10,19:21:27,8.1688,137.876,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-10,20:42:12,21.2584,503.942,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-10,21:05:02,2.4886,51.502,"plc_grid_breaker_opened, pcsv_transitioning_to_vsg_mode, pcsv_not_fault, pcsv_on"
2024-10-10,21:13:01,7.3443,143.106,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-10,21:52:00,9.8159,215.851,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-10,22:38:51,1.0915,10.891,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,00:28:44,8.7851,176.492,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,02:34:15,2.7505,55.44,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,05:42:13,7.3806,153.504,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,10:03:16,3.089,73.033,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,11:00:51,10.9371,307.374,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,11:29:16,7.356,200.243,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,13:15:46,7.0543,182.792,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,13:36:12,11.1498,276.523,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,13:58:12,7.3936,188.161,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,14:51:56,6.9459,115.826,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,15:11:15,5.3812,80.16,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,15:30:16,1.0866,5.15,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,16:25:30,8.5383,166.669,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,16:35:03,3.5515,74.221,"plc_battery_breaker_closed, utility_grid_on, pcsv_on, pvi_on"
2024-10-11,16:42:24,3.5312,78.983,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,19:07:31,2.2855,44.161,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,20:00:32,5.8268,103.387,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,20:07:59,2.0546,38.636,"plc_grid_breaker_opened, pcsv_off_grid_mode, pcsv_not_fault, pcsv_on"
2024-10-11,20:29:02,10.3922,229.625,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,20:43:30,5.4366,121.555,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-11,20:50:33,6.2054,133.269,"plc_grid_breaker_opened, pcsv_off_grid_mode, pcsv_not_fault, pcsv_on"
2024-10-11,21:46:56,6.3021,134.076,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-12,03:40:06,5.7103,91.03,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-12,04:23:16,3.4793,65.868,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-12,05:58:17,3.9494,84.48,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-12,06:03:19,1.9161,41.075,"plc_battery_breaker_closed, pcsv_on"
2024-10-12,06:06:16,1.0287,19.708,"plc_battery_breaker_closed, utility_grid_on, pcsv_on, pvi_on"
2024-10-12,07:38:10,11.5484,221.058,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-12,12:05:09,11.3838,233.777,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-12,12:18:10,3.2174,62.495,"plc_grid_breaker_opened, pcsv_transitioning_to_vsg_mode, pcsv_not_fault, pcsv_on"
2024-10-12,12:40:36,6.0914,125.933,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-12,13:26:33,1.5343,34.253,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-12,13:58:42,2.7765,52.417,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-12,15:32:03,3.6101,60.072,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-12,15:48:27,5.0002,90.213,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-12,18:30:33,2.2809,29.99,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-12,18:33:56,1.0843,2.268,"plc_battery_breaker_closed, utility_grid_on, pcsv_on"
2024-10-12,20:24:28,1.1138,20.786,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-13,00:55:50,4.2474,52.393,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-13,01:34:45,2.3645,31.619,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-13,02:47:26,2.5573,28.689,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-13,04:02:00,8.7279,177.703,"pcsv_off_grid_mode, pcsv_not_fault, pcsv_on"
2024-10-13,11:41:17,421.2674,295.765,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-13,19:44:20,2.1443,2.188,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-14,04:58:58,9.8266,6.34,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-14,06:32:08,13.6147,9.306,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-14,10:14:41,15.5002,10.736,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-14,10:39:38,9.2965,5.752,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-14,13:13:44,11.1842,8.137,"plc_battery_breaker_closed, utility_grid_on, pcsv_on"
2024-10-14,13:27:43,1.456,0.0,"pcsv_off_grid_mode, pcsv_not_fault, pcsv_on"
2024-10-14,13:30:16,2.3791,1.445,"plc_battery_breaker_closed, utility_grid_on, pcsv_on, pcsv_fault"
2024-10-15,04:40:53,52.6021,291.822,"plc_grid_breaker_opened, utility_grid_frequency_abnormal, pcsv_not_fault, pcsv_on"
2024-10-15,05:52:02,3.2711,13.918,"pcsv_off_grid_mode, pcsv_not_fault, pcsv_on"
2024-10-15,06:17:02,2.311,8.962,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-15,09:06:41,5.0363,135.762,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-15,09:17:45,5.6204,153.722,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-15,16:49:25,3.1605,54.533,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-16,01:42:26,14.9063,294.012,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-16,03:59:54,5.543,106.686,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-16,10:12:47,5.996,155.294,
2024-10-16,10:26:14,2.7634,83.306,"plc_battery_breaker_closed, pcsv_on"
2024-10-16,12:30:59,11.3308,173.605,
2024-10-16,12:43:16,6.3069,190.289,"plc_battery_breaker_closed, utility_grid_on, pcsv_on"
2024-10-17,06:20:49,1.9483,41.164,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-17,09:15:55,12.5159,367.074,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-17,13:18:58,4.041,114.747,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-17,16:19:25,7.3859,214.037,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-18,02:37:55,15.2976,310.737,"pcsv_off_grid_mode, pcsv_not_fault, pcsv_on"
2024-10-18,14:07:40,4.2873,42.106,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-18,14:43:22,7.5423,86.244,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-18,15:16:09,4.6567,97.087,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-18,15:52:45,3.5986,79.923,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-19,03:21:20,10.1263,236.237,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-19,12:58:37,2.6964,54.315,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-19,15:31:18,4.2168,101.559,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-19,21:40:59,2.1542,38.998,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-20,04:11:42,8.7984,167.584,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-20,16:15:10,15.0729,12.042,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-21,10:31:07,2.3545,70.685,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-21,11:56:23,10.4647,319.677,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-21,12:24:11,3.6593,104.783,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-21,12:28:54,2.3956,71.798,"plc_battery_breaker_closed, utility_grid_on, pcsv_on, pvi_on"
2024-10-22,00:45:30,11.0817,278.998,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-22,05:34:28,4.3769,114.77,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-22,10:57:17,12.825,406.582,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-22,15:11:03,2.8264,74.546,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-23,07:39:23,6.4241,176.002,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-23,08:06:18,4.4305,133.335,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-23,14:16:12,2.2799,67.447,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-23,15:11:11,3.6594,100.119,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-23,17:51:52,2.1656,43.609,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-23,18:42:06,2.0059,49.006,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-23,18:45:09,11.3763,319.575,"plc_battery_breaker_closed, utility_grid_on, pcsv_on, pvi_on"
2024-10-25,06:47:15,1.8664,48.296,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-25,07:32:43,2.9873,77.325,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-25,09:05:25,5.2516,133.865,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-25,09:21:00,16.5008,458.559,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-25,13:37:59,42.7978,812.056,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-25,19:45:33,8.7866,174.384,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-26,03:44:48,4.815,135.152,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-26,08:18:39,161.0502,1921.961,
2024-10-26,11:00:39,28.0739,64.225,
2024-10-26,11:29:40,5.5923,2.822,
2024-10-26,11:36:13,4.5035,5.632,
2024-10-26,11:41:41,9.0403,14.053,
2024-10-26,11:51:40,404.2502,2813.317,"plc_battery_breaker_closed, pcsv_on"
2024-10-26,18:47:17,10.1317,23.741,"pcsv_var_abnormal, pcsv_not_fault, pcsv_on"
2024-10-26,20:01:30,17.6748,164.087,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-26,22:05:04,26.8617,573.422,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-27,00:10:06,5.0955,111.17,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-27,05:30:35,2.5374,58.478,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-27,06:41:16,9.7712,62.599,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-27,09:16:31,6.1929,7.122,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-27,09:34:11,4.6222,6.891,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-27,11:12:39,9.8765,9.378,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-27,14:07:09,4.9066,4.109,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-27,14:35:31,8.1387,5.693,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-27,16:16:00,3.0201,2.649,"plc_battery_breaker_closed, pcsv_on"
2024-10-27,18:49:33,4.8566,3.408,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
